name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,gmap_id,url
Circle K,5111 Baymeadows Rd,Jacksonville,FL,32217,30.2210604,-81.5933659,3.3,28,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e5ca2fd226cba5:0x23a1ad02d70022df,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ca2fd226cba5:0x23a1ad02d70022df?authuser=-1&hl=en&gl=us
Circle K,11225 S Cleveland Ave,Fort Myers,FL,33907,26.5765803,-81.87119849999999,2.6,5,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88db401b543a0c45:0x4f44083c89066c63,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db401b543a0c45:0x4f44083c89066c63?authuser=-1&hl=en&gl=us
Kangaroo Express,5310 NW 13th St,Gainesville,FL,32653,29.703730699999998,-82.34499369999999,2.0,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e8a506e53b17ff:0x841b3b5d606aa73e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a506e53b17ff:0x841b3b5d606aa73e?authuser=-1&hl=en&gl=us
Sunoco Gas Station,645 N Atlantic Ave,Daytona Beach,FL,32118,29.2369886,-81.0133891,2.2,18,['gas Station' 'alternative Fuel Station' 'convenience Store'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88e6da410c2ba5df:0x2ae5e377dc768484,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6da410c2ba5df:0x2ae5e377dc768484?authuser=-1&hl=en&gl=us
Circle K,8200 Champions Gate Blvd,Davenport,FL,33896,28.260714099999998,-81.61636109999999,3.5,18,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88dd7a3b1c886e87:0x349358c109ef8615,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7a3b1c886e87:0x349358c109ef8615?authuser=-1&hl=en&gl=us
Chevron,8685 NW 186th St,Hialeah,FL,33125,25.9427059,-80.3419863,1.9,18,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88d9a4ed60dac463:0xd112bd1be38e66f8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a4ed60dac463:0xd112bd1be38e66f8?authuser=-1&hl=en&gl=us
Circle K,13138 FL-121,Raiford,FL,32083,30.0635417,-82.2361066,4.9,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88ef5635ed678bdf:0x40d8e1a864f2df7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ef5635ed678bdf:0x40d8e1a864f2df7?authuser=-1&hl=en&gl=us
Circle K,1001 Lane Ave N,Jacksonville,FL,32254,30.336310899999997,-81.7514939,2.6,28,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88e5b91355fc28bf:0x913c2c82ad8619ea,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b91355fc28bf:0x913c2c82ad8619ea?authuser=-1&hl=en&gl=kr
Circle K,4605 SE Maricamp Rd,Ocala,FL,34480,29.149082399999998,-82.0716094,4.1,58,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e7d2efdb387c55:0xa5bc0242165d941,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d2efdb387c55:0xa5bc0242165d941?authuser=-1&hl=en&gl=kr
Texaco,801 Edgewood Ave W,Jacksonville,FL,32208,30.3926375,-81.6692558,3.3,6,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e5b08ccb5e74af:0x508808a609a5e19b,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b08ccb5e74af:0x508808a609a5e19b?authuser=-1&hl=en&gl=us
Circle K,202 W Brandon Blvd,Brandon,FL,33511,27.9380974,-82.2874428,2.2,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88c2cdcc37970d0b:0x311b9dbedc9654b6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cdcc37970d0b:0x311b9dbedc9654b6?authuser=-1&hl=en&gl=us
Circle K,2055 W C 48,Bushnell,FL,33513,28.6681027,-82.137857,3.9,45,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x89e899666640aaed:0xa96fc768820d3034,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e899666640aaed:0xa96fc768820d3034?authuser=-1&hl=en&gl=us
Chevron,1301 S University Dr,Plantation,FL,33324,26.1050871,-80.2504974,3.0,16,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88d9079393438557:0xfc32a1d3e42ede02,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9079393438557:0xfc32a1d3e42ede02?authuser=-1&hl=en&gl=us
Chevron,6760 Lantana Rd,Lake Worth,FL,33467,26.589378,-80.15179429999999,2.1,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d926fa3a69d007:0xda451252d54000d1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d926fa3a69d007:0xda451252d54000d1?authuser=-1&hl=en&gl=us
Airgas Store,214 SW 33rd Ave,Ocala,FL,34474,29.184528099999998,-82.1775665,4.7,28,['welding Supply Store' 'gas Cylinders Supplier' 'industrial Equipment Supplier' 'industrial Gas Supplier' 'safety Equipment Supplier' 'welding Gas Supplier'],"[array(['Tuesday', '7:30AM–4:30PM'], dtype=object)
 array(['Wednesday', '7:30AM–4:30PM'], dtype=object)
 array(['Thursday', '7:30AM–4:30PM'], dtype=object)
 array(['Friday', '7:30AM–4:30PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–4:30PM'], dtype=object)]",0x88e7d52c0ee3963b:0x3d6f4dc71e9d83f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d52c0ee3963b:0x3d6f4dc71e9d83f?authuser=-1&hl=en&gl=us
Chevron,5850 Central Florida Pkwy,Orlando,FL,32821,28.406585999999997,-81.455451,2.3,18,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)
 array(['Friday', '6AM–10PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '6AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)]",0x88e77e27336760a7:0xd5f16c2bf5a1e4e2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77e27336760a7:0xd5f16c2bf5a1e4e2?authuser=-1&hl=en&gl=us
Chevron,13715 NW 22nd Ave,Opa-locka,FL,33054,25.8985792,-80.2352464,3.0,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88d9b02a5929e85d:0xb48681e29fe26cb1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b02a5929e85d:0xb48681e29fe26cb1?authuser=-1&hl=en&gl=us
Sunoco,3167 Co Rd 255,Lee,FL,32059,30.3763248,-83.2956985,2.9,15,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88ee959fb3bf3dcd:0xa9204888535691e4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ee959fb3bf3dcd:0xa9204888535691e4?authuser=-1&hl=en&gl=us
Circle K,10600 Roosevelt Blvd N,St. Petersburg,FL,33716,27.8685759,-82.6463322,3.4,21,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88c2e6806ed22429:0x711c9735284bcaec,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e6806ed22429:0x711c9735284bcaec?authuser=-1&hl=en&gl=us
Circle K,6117 Duncan Rd,Punta Gorda,FL,33950,26.9436988,-82.0111246,3.5,58,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88db5876fb8f8f43:0x3abd880275c55cd7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db5876fb8f8f43:0x3abd880275c55cd7?authuser=-1&hl=en&gl=us
Asian Chao,3800 US-98 #672,Lakeland,FL,33809,28.091103699999998,-81.9772193,3.3,38,['chinese Restaurant' 'southeast Asian Restaurant' 'thai Restaurant'],"[array(['Tuesday', '10AM–9PM'], dtype=object)
 array(['Wednesday', '10AM–9PM'], dtype=object)
 array(['Thursday', '10AM–9PM'], dtype=object)
 array(['Friday', '10AM–9PM'], dtype=object)
 array(['Saturday', '10AM–9PM'], dtype=object)
 array(['Sunday', '12–6PM'], dtype=object)
 array(['Monday', '10AM–9PM'], dtype=object)]",0x88dd473e4a0107e3:0xcb78dbc06c2f1b39,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd473e4a0107e3:0xcb78dbc06c2f1b39?authuser=-1&hl=en&gl=us
Kangaroo Express,7499 County Rd 427 N,Sanford,FL,32773,28.7599807,-81.2654088,3.6,7,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar'],"[array(['Tuesday', '5AM–11PM'], dtype=object)
 array(['Wednesday', '5AM–11PM'], dtype=object)
 array(['Thursday', '5AM–11PM'], dtype=object)
 array(['Friday', '5AM–11PM'], dtype=object)
 array(['Saturday', '5AM–11PM'], dtype=object)
 array(['Sunday', '5AM–11PM'], dtype=object)
 array(['Monday', '5AM–11PM'], dtype=object)]",0x88e7151ee708e6e9:0xc59692a52e70485c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7151ee708e6e9:0xc59692a52e70485c?authuser=-1&hl=en&gl=us
Kangaroo Express,1777 US-17,Pomona Park,FL,32181,29.496015099999997,-81.5943254,3.7,6,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e65e7243bf980f:0x6d8dda95d7c2aa1e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e65e7243bf980f:0x6d8dda95d7c2aa1e?authuser=-1&hl=en&gl=us
Kangaroo Express,1171 US-17,Satsuma,FL,32189,29.5554372,-81.6566977,3.7,2,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e667a361e0f58d:0xe8cae6601d3fbe2d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e667a361e0f58d:0xe8cae6601d3fbe2d?authuser=-1&hl=en&gl=us
Circle K,4614 E Dr Martin Luther King Jr Blvd,Plant City,FL,33563,28.0071299,-82.1711727,2.8,15,['gas Station' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88dd34e3e2eaccf9:0x6fb9300c2acfee78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd34e3e2eaccf9:0x6fb9300c2acfee78?authuser=-1&hl=en&gl=us
Circle K,10571 N Us 301,Wildwood,FL,34785,28.9095706,-82.0364714,2.4,13,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e7c4ac0c98cdb5:0xe3b8eebe66cbdf8c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c4ac0c98cdb5:0xe3b8eebe66cbdf8c?authuser=-1&hl=en&gl=us
Circle K,1140 County Rd 427,Longwood,FL,32750,28.683692699999998,-81.3465208,4.2,13,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e772042db08937:0x67da6759978c4c04,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e772042db08937:0x67da6759978c4c04?authuser=-1&hl=en&gl=us
Circle K,1001 W State Rd 434,Longwood,FL,32750,28.698403199999998,-81.3617917,3.3,14,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e772042db088b1:0xe8b580aac91f90c8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e772042db088b1:0xe8b580aac91f90c8?authuser=-1&hl=en&gl=us
Circle K,9827 Little Rd,New Port Richey,FL,34654,28.300318899999997,-82.67111349999999,3.3,24,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88c2909d96a38fe3:0x646460e0d41ca679,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2909d96a38fe3:0x646460e0d41ca679?authuser=-1&hl=en&gl=us
Circle K,2521 McMullen Booth Rd,Clearwater,FL,33761,28.014158899999998,-82.70860929999999,3.4,13,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88c2eddf5bc6cd17:0x6d95e93a4bc90c7f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2eddf5bc6cd17:0x6d95e93a4bc90c7f?authuser=-1&hl=en&gl=us
Circle K,16959 E Colonial Dr,Orlando,FL,32820,28.5610833,-81.12893319999999,3.9,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e75d2e4606826f:0xbd6dd5f57c6da23a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e75d2e4606826f:0xbd6dd5f57c6da23a?authuser=-1&hl=en&gl=us
Chevron,13480 S Apopka Vineland Rd,Orlando,FL,32821,28.371022399999998,-81.50386069999999,2.1,54,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Monday', '7AM–10PM'], dtype=object)
 array(['Tuesday', '7AM–10PM'], dtype=object)
 array(['Wednesday', '7AM–10PM'], dtype=object)
 array(['Thursday', '7AM–10PM'], dtype=object)
 array(['Friday', '7AM–10PM'], dtype=object)
 array(['Saturday', '7AM–9PM'], dtype=object)
 array(['Sunday', '8AM–8PM'], dtype=object)]",0x88dd80303f757b6b:0xf2e510a444642547,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd80303f757b6b:0xf2e510a444642547?authuser=-1&hl=en&gl=us
Chevron Miami,2498 NW 87th Ave,Miami,FL,33172,25.796457,-80.337521,3.7,18,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Monday', '6AM–10PM'], dtype=object)
 array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)
 array(['Friday', '6AM–10PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '7AM–10PM'], dtype=object)]",0x88d9b96eaed0b329:0x22983a93bb1ca7d5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b96eaed0b329:0x22983a93bb1ca7d5?authuser=-1&hl=en&gl=us
Chevron North Miami,13005 Biscayne Blvd,North Miami,FL,33181,25.8965221,-80.1611521,2.5,18,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company' 'gift Shop'],,0x88d9ad8a6b69a2b1:0x9cb493fe52f977fa,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ad8a6b69a2b1:0x9cb493fe52f977fa?authuser=-1&hl=en&gl=us
Chevron,7400 NW 36th St,Miami,FL,33166,25.8089224,-80.3177307,2.8,18,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d9b9811b044757:0x90cfbb9f8093d256,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b9811b044757:0x90cfbb9f8093d256?authuser=-1&hl=en&gl=us
Circle K,405 N Brevard Ave,Arcadia,FL,34266,27.2218521,-81.85684409999999,2.8,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88dc95fcd5c48153:0x79b15071de00e937,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc95fcd5c48153:0x79b15071de00e937?authuser=-1&hl=en&gl=us
